seqnames	start	end	width	strand	score	signalValue	pValue	qValue	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
1601	chr12	64222195	64222439	245	*	23	3.22281	5.35798	2.39159	Verma_TET1_macs2_peak_3192	144577	64186316	64222296	35981	-	0	overlapStart	0	C12orf66
1602	chr12	65169296	65169501	206	*	42	4.59349	7.70732	4.23927	Verma_TET1_macs2_peak_3194	23592	65169583	65248355	78773	+	81	upstream	81	LEMD3
1603	chr12	65169681	65170022	342	*	40	4.4846	7.51519	4.08533	Verma_TET1_macs2_peak_3195	23592	65169583	65248355	78773	+	0	inside	97	LEMD3
1604	chr12	67068595	67068778	184	*	37	4.74457	7.07706	3.73945	Verma_TET1_macs2_peak_3199	23426	66347431	67069162	721732	-	0	inside	383	GRIP1
1605	chr12	67068947	67069210	264	*	48	4.31992	8.38707	4.82705	Verma_TET1_macs2_peak_3200	23426	66347431	67069162	721732	-	0	overlapStart	0	GRIP1
1606	chr12	67268740	67269512	773	*	133	7.396	17.7147	13.3137	Verma_TET1_macs2_peak_3201	55832	67269358	67319953	50596	+	0	overlapStart	0	CAND1
1607	chr12	67648217	67648526	310	*	29	3.98103	6.08543	2.94113	Verma_TET1_macs2_peak_3202	8445	67648338	67665406	17069	+	0	overlapStart	0	DYRK2
1608	chr12	68332505	68332887	383	*	34	4.73055	6.78091	3.49659	Verma_TET1_macs2_peak_3204	56890	68294568	68332381	37814	-	123	upstream	123	MDM1
1609	chr12	68686813	68686993	181	*	47	4.93593	8.30226	4.7583	Verma_TET1_macs2_peak_3206	57122	68686951	68745809	58859	+	0	overlapStart	0	NUP107
1610	chr12	68746172	68746354	183	*	19	3.02139	4.7442	1.91638	Verma_TET1_macs2_peak_3207	55508	68746176	68793728	47553	+	0	overlapStart	0	SLC35E3
1611	chr12	68807760	68808861	1102	*	108	6.52424	15.0689	10.8117	Verma_TET1_macs2_peak_3208	4193	68808177	68850686	42510	+	0	overlapStart	0	MDM2
1612	chr12	69359876	69360166	291	*	51	4.69746	8.82946	5.18734	Verma_TET1_macs2_peak_3209	8089	69359710	69390870	31161	+	0	inside	165	YEATS4
1613	chr12	69585186	69585572	387	*	50	4.93396	8.62101	5.00877	Verma_TET1_macs2_peak_3210	100500903	69584722	69584823	102	-	362	upstream	362	MIR3913-1
1614	chr12	69585186	69585572	387	*	50	4.93396	8.62101	5.00877	Verma_TET1_macs2_peak_3210	10576	69585426	69601570	16145	+	0	overlapStart	0	CCT2
1615	chr12	71663691	71664099	409	*	254	10.3929	30.3243	25.4104	Verma_TET1_macs2_peak_3216	83591	71664301	71680644	16344	+	201	upstream	201	THAP2
1616	chr12	76348320	76348530	211	*	83	7.1963	12.4187	8.35347	Verma_TET1_macs2_peak_3222	79738	76344474	76348415	3942	-	0	overlapStart	0	BBS10
1617	chr12	76559149	76559530	382	*	51	4.69746	8.82946	5.18734	Verma_TET1_macs2_peak_3223	114882	76351797	76559809	208013	-	0	inside	278	OSBPL8
1618	chr12	76559624	76560119	496	*	41	4.09255	7.63502	4.19007	Verma_TET1_macs2_peak_3224	114882	76351797	76559809	208013	-	0	overlapStart	0	OSBPL8
1619	chr12	76878726	76879122	397	*	36	3.44412	6.95502	3.63019	Verma_TET1_macs2_peak_3226	1466	76858709	76879023	20315	-	0	overlapStart	0	CSRP2
1620	chr12	77065311	77065498	188	*	48	4.31992	8.38707	4.82705	Verma_TET1_macs2_peak_3227	144455	77021248	77065569	44322	-	0	inside	70	E2F7
1621	chr12	79690309	79690829	521	*	78	5.75244	11.9138	7.89817	Verma_TET1_macs2_peak_3234	5074	79574979	79690964	115986	-	0	inside	134	PAWR
1622	chr12	79934556	79934844	289	*	14	2.35183	4.07939	1.47758	Verma_TET1_macs2_peak_3235	105369865	79934901	79942712	7812	+	56	upstream	56	PPP1R12A-AS1
1623	chr12	79934995	79935348	354	*	235	8.33053	28.4494	23.5878	Verma_TET1_macs2_peak_3236	105369865	79934901	79942712	7812	+	0	inside	93	PPP1R12A-AS1
1624	chr12	79934995	79935348	354	*	235	8.33053	28.4494	23.5878	Verma_TET1_macs2_peak_3236	4659	79773563	79935460	161898	-	0	inside	111	PPP1R12A
1625	chr12	82358391	82358634	244	*	128	7.65582	17.256	12.8728	Verma_TET1_macs2_peak_3240	29080	82223681	82358805	135125	-	0	inside	170	CCDC59
1626	chr12	82358391	82358634	244	*	128	7.65582	17.256	12.8728	Verma_TET1_macs2_peak_3240	84190	82358528	82479239	120712	+	0	overlapStart	0	METTL25
1627	chr12	82686827	82687238	412	*	84	7.00379	12.5087	8.43341	Verma_TET1_macs2_peak_3241	160335	82686880	83134870	447991	+	0	overlapStart	0	TMTC2
1628	chr12	88141803	88141997	195	*	28	4.18068	5.90946	2.8026	Verma_TET1_macs2_peak_3246	160418	88142296	88199887	57592	+	298	upstream	298	TMTC3
1629	chr12	88141803	88141997	195	*	28	4.18068	5.90946	2.8026	Verma_TET1_macs2_peak_3246	80184	88049014	88142088	93075	-	0	inside	90	CEP290
1630	chr12	88580601	88580792	192	*	74	6.5918	11.4305	7.45742	Verma_TET1_macs2_peak_3248	4254	88492793	88580851	88059	-	0	inside	58	KITLG
1631	chr12	89352091	89352271	181	*	54	4.68164	9.1175	5.44915	Verma_TET1_macs2_peak_3249	1848	89347235	89352501	5267	-	0	inside	229	DUSP6
1632	chr12	89524946	89525207	262	*	30	4.23274	6.24824	3.07385	Verma_TET1_macs2_peak_3250	109729146	89524594	89548005	23412	+	0	inside	351	POC1B-AS1
1633	chr12	89524946	89525207	262	*	30	4.23274	6.24824	3.07385	Verma_TET1_macs2_peak_3250	8693	89519412	89524796	5385	-	149	upstream	149	GALNT4
1634	chr12	89525363	89526265	903	*	116	8.54561	15.9255	11.6167	Verma_TET1_macs2_peak_3251	100528030	89519408	89526262	6855	-	0	overlapStart	0	POC1B-GALNT4
1635	chr12	89525363	89526265	903	*	116	8.54561	15.9255	11.6167	Verma_TET1_macs2_peak_3251	282809	89419718	89526047	106330	-	0	overlapStart	0	POC1B
1636	chr12	89525363	89526265	903	*	116	8.54561	15.9255	11.6167	Verma_TET1_macs2_peak_3251	8693	89519412	89524796	5385	-	566	upstream	566	GALNT4
1637	chr12	89709950	89710244	295	*	63	5.59406	10.1249	6.31616	Verma_TET1_macs2_peak_3252	490	89588049	89709300	121252	-	649	upstream	649	ATP2B1
1638	chr12	92145977	92146368	392	*	40	4.60687	7.43144	4.01917	Verma_TET1_macs2_peak_3256	694	92140278	92145846	5569	-	130	upstream	130	BTG1
1639	chr12	93441710	93441993	284	*	67	4.92589	10.6089	6.72549	Verma_TET1_macs2_peak_3258	7334	93405684	93441947	36264	-	0	overlapStart	0	UBE2N
1640	chr12	93467651	93467966	316	*	41	4.09255	7.63502	4.19007	Verma_TET1_macs2_peak_3259	28977	93467488	93516214	48727	+	0	inside	162	MRPL42
1641	chr12	93570141	93570374	234	*	28	3.42424	5.99714	2.87768	Verma_TET1_macs2_peak_3260	8835	93569814	93576745	6932	+	0	inside	326	SOCS2
1642	chr12	95003694	95003883	190	*	100	6.78419	14.2629	10.051	Verma_TET1_macs2_peak_3266	55967	94897055	95003748	106694	-	0	overlapStart	0	NDUFA12
1643	chr12	95217040	95217739	700	*	41	4.09255	7.63502	4.19007	Verma_TET1_macs2_peak_3267	55591	95217746	95302799	85054	+	6	upstream	6	VEZT
1644	chr12	95217040	95217739	700	*	41	4.09255	7.63502	4.19007	Verma_TET1_macs2_peak_3267	55785	95076749	95217482	140734	-	0	overlapStart	0	FGD6
1645	chr12	95473885	95474406	522	*	66	5.2194	10.5121	6.6415	Verma_TET1_macs2_peak_3268	10988	95473520	95515839	42320	+	0	inside	364	METAP2
1646	chr12	95551467	95551718	252	*	20	3.70492	4.92372	2.0518	Verma_TET1_macs2_peak_3269	100132594	95551582	95673999	122418	+	0	overlapStart	0	PGAM1P5
1647	chr12	95551467	95551718	252	*	20	3.70492	4.92372	2.0518	Verma_TET1_macs2_peak_3269	84101	95516560	95551476	34917	-	0	overlapStart	0	USP44
1648	chr12	95858915	95859199	285	*	64	5.51219	10.3426	6.49638	Verma_TET1_macs2_peak_3274	105369921	95791733	95858839	67107	-	75	upstream	75	LOC105369921
1649	chr12	95858915	95859199	285	*	64	5.51219	10.3426	6.49638	Verma_TET1_macs2_peak_3274	6636	95858928	95903828	44901	+	0	overlapStart	0	SNRPF
1650	chr12	95942333	95942614	282	*	28	4.18068	5.90946	2.8026	Verma_TET1_macs2_peak_3276	120935	95867048	95942635	75588	-	0	inside	20	CCDC38
1651	chr12	95942333	95942614	282	*	28	4.18068	5.90946	2.8026	Verma_TET1_macs2_peak_3276	144193	95943331	95968720	25390	+	716	upstream	716	AMDHD1
1652	chr12	96193988	96194241	254	*	70	6.3261	10.9926	7.07932	Verma_TET1_macs2_peak_3277	2004	96194375	96269824	75450	+	133	upstream	133	ELK3
1653	chr12	96489479	96489686	208	*	53	5.79386	9.06275	5.39716	Verma_TET1_macs2_peak_3279	144535	96489571	96875555	385985	+	0	overlapStart	0	CFAP54
1654	chr12	96907102	96907398	297	*	69	5.99638	10.8196	6.91285	Verma_TET1_macs2_peak_3280	121441	96907223	96953777	46555	+	0	overlapStart	0	NEDD1
1655	chr12	98503647	98504024	378	*	68	5.51247	10.7083	6.81871	Verma_TET1_macs2_peak_3282	643770	98485544	98503855	18312	-	0	overlapStart	0	LINC02453
1656	chr12	98593425	98593771	347	*	129	7.70931	17.3557	12.9695	Verma_TET1_macs2_peak_3283	5250	98593591	98606379	12789	+	0	overlapStart	0	SLC25A3
1657	chr12	101280114	101280299	186	*	40	5.12819	7.40835	4.0004	Verma_TET1_macs2_peak_3289	27340	101280105	101386618	106514	+	0	inside	8	UTP20
1658	chr12	101407543	101407823	281	*	102	7.40983	14.4831	10.255	Verma_TET1_macs2_peak_3290	400	101393116	101407772	14657	-	0	overlapStart	0	ARL1
1659	chr12	101407978	101408274	297	*	40	4.81639	7.48364	4.05939	Verma_TET1_macs2_peak_3291	400	101393116	101407772	14657	-	205	upstream	205	ARL1
1660	chr12	102119840	102120314	475	*	363	15.5825	41.5034	36.3145	Verma_TET1_macs2_peak_3293	55010	102120185	102197520	77336	+	0	overlapStart	0	PARPBP
1661	chr12	102119840	102120314	475	*	363	15.5825	41.5034	36.3145	Verma_TET1_macs2_peak_3293	79023	102073103	102120120	47018	-	0	overlapStart	0	NUP37
1662	chr12	102957675	102958135	461	*	42	4.59349	7.70732	4.23927	Verma_TET1_macs2_peak_3295	429	102957674	102960513	2840	+	0	inside	0	ASCL1
1663	chr12	102957675	102958135	461	*	42	4.59349	7.70732	4.23927	Verma_TET1_macs2_peak_3295	5053	102836889	102958410	121522	-	0	inside	274	PAH
1664	chr12	103495635	103496042	408	*	112	7.78032	15.5768	11.2823	Verma_TET1_macs2_peak_3298	374470	103237591	103496010	258420	-	0	overlapStart	0	C12orf42
1665	chr12	103929558	103929738	181	*	30	4.23274	6.24824	3.07385	Verma_TET1_macs2_peak_3299	100500842	103930425	103930555	131	+	686	upstream	686	MIR3652
1666	chr12	103929558	103929738	181	*	30	4.23274	6.24824	3.07385	Verma_TET1_macs2_peak_3299	7184	103930107	103953645	23539	+	368	upstream	368	HSP90B1
1667	chr12	103929997	103930631	635	*	90	6.43089	13.1869	9.05799	Verma_TET1_macs2_peak_3300	100500842	103930425	103930555	131	+	0	includeFeature	0	MIR3652
1668	chr12	103929997	103930631	635	*	90	6.43089	13.1869	9.05799	Verma_TET1_macs2_peak_3300	253724	103843749	103930211	86463	-	0	overlapStart	0	TTC41P
1669	chr12	103929997	103930631	635	*	90	6.43089	13.1869	9.05799	Verma_TET1_macs2_peak_3300	7184	103930107	103953645	23539	+	0	overlapStart	0	HSP90B1
1670	chr12	103966203	103966574	372	*	32	4.39062	6.5057	3.2622	Verma_TET1_macs2_peak_3302	6996	103965822	103988874	23053	+	0	inside	380	TDG
1671	chr12	103966203	103966574	372	*	32	4.39062	6.5057	3.2622	Verma_TET1_macs2_peak_3302	728568	103950194	103965708	15515	-	494	upstream	494	C12orf73
1672	chr12	104138675	104138899	225	*	74	6.80898	11.4013	7.43287	Verma_TET1_macs2_peak_3303	4801	104117086	104138241	21156	-	433	upstream	433	NFYB
1673	chr12	104215943	104216205	263	*	45	4.64208	8.09902	4.57586	Verma_TET1_macs2_peak_3304	7296	104215779	104350307	134529	+	0	inside	163	TXNRD1
1674	chr12	104456810	104456995	186	*	37	4.22693	7.05418	3.72001	Verma_TET1_macs2_peak_3305	50515	104456948	104762014	305067	+	0	overlapStart	0	CHST11
1675	chr12	104986254	104986484	231	*	49	5.10726	8.59523	4.98631	Verma_TET1_macs2_peak_3307	121053	104986316	105074197	87882	+	0	overlapStart	0	C12orf45
1676	chr12	105107616	105107902	287	*	146	6.77064	19.1596	14.6889	Verma_TET1_macs2_peak_3308	160428	105019784	105107643	87860	-	0	overlapStart	0	ALDH1L2
1677	chr12	105107616	105107902	287	*	146	6.77064	19.1596	14.6889	Verma_TET1_macs2_peak_3308	23325	105107324	105169134	61811	+	0	inside	291	WASHC4
1678	chr12	105107616	105107902	287	*	146	6.77064	19.1596	14.6889	Verma_TET1_macs2_peak_3308	414300	105102472	105107179	4708	-	436	upstream	436	LOC414300
1679	chr12	105235894	105236118	225	*	84	7.00379	12.5087	8.43341	Verma_TET1_macs2_peak_3309	55198	105173297	105236203	62907	-	0	inside	84	APPL2
1680	chr12	106139658	106140015	358	*	30	4.23274	6.24824	3.07385	Verma_TET1_macs2_peak_3312	9891	106063340	106140033	76694	-	0	inside	17	NUAK1
1681	chr12	106357682	106358249	568	*	36	3.44412	6.95502	3.63019	Verma_TET1_macs2_peak_3313	55703	106357748	106510198	152451	+	0	overlapStart	0	POLR3B
1682	chr12	106774050	106774241	192	*	57	5.07232	9.53751	5.79001	Verma_TET1_macs2_peak_3316	55188	106774621	106889316	114696	+	379	upstream	379	RIC8B
1683	chr12	106956041	106956364	324	*	18	2.8928	4.65764	1.84443	Verma_TET1_macs2_peak_3317	90488	106955719	106974036	18318	+	0	inside	321	TMEM263
1684	chr12	107093692	107093929	238	*	39	3.82709	7.34635	3.96368	Verma_TET1_macs2_peak_3318	1407	106991364	107093549	102186	-	142	upstream	142	CRY1
1685	chr12	107318019	107318199	181	*	29	3.98103	6.08543	2.94113	Verma_TET1_macs2_peak_3319	121551	107318421	107659642	341222	+	221	upstream	221	BTBD11
1686	chr12	107318730	107319050	321	*	54	4.68164	9.1175	5.44915	Verma_TET1_macs2_peak_3320	121551	107318421	107659642	341222	+	0	inside	308	BTBD11
1687	chr12	108561203	108561425	223	*	68	5.73086	10.7338	6.83969	Verma_TET1_macs2_peak_3325	9733	108522214	108561173	38960	-	29	upstream	29	SART3
1688	chr12	108562362	108562550	189	*	63	5.05502	10.1893	6.37569	Verma_TET1_macs2_peak_3326	23479	108562582	108569384	6803	+	31	upstream	31	ISCU
1689	chr12	109093330	109093625	296	*	33	3.62567	6.66034	3.3896	Verma_TET1_macs2_peak_3330	121642	109088188	109093631	5444	-	0	inside	5	ALKBH2
1690	chr12	109477289	109477964	676	*	100	6.78419	14.2629	10.051	Verma_TET1_macs2_peak_3331	83892	109448655	109477359	28705	-	0	overlapStart	0	KCTD10
1691	chr12	109477289	109477964	676	*	100	6.78419	14.2629	10.051	Verma_TET1_macs2_peak_3331	89910	109477402	109536705	59304	+	0	overlapStart	0	UBE3B
1692	chr12	109573476	109573701	226	*	30	3.66615	6.2571	3.08046	Verma_TET1_macs2_peak_3332	326625	109553715	109573580	19866	-	0	overlapStart	0	MMAB
1693	chr12	109573476	109573701	226	*	30	3.66615	6.2571	3.08046	Verma_TET1_macs2_peak_3332	4598	109573255	109598125	24871	+	0	inside	220	MVK
1694	chr12	109713402	109713756	355	*	77	6.32635	11.7746	7.77066	Verma_TET1_macs2_peak_3333	84915	109714228	109770507	56280	+	471	upstream	471	FAM222A
1695	chr12	110468164	110468654	491	*	85	6.84111	12.651	8.56606	Verma_TET1_macs2_peak_3337	29902	110468415	110490385	21971	+	0	overlapStart	0	FAM216A
1696	chr12	110613869	110614061	193	*	68	5.32968	10.7262	6.83482	Verma_TET1_macs2_peak_3338	79600	110614027	110649430	35404	+	0	overlapStart	0	TCTN1
1697	chr12	110743053	110743372	320	*	99	6.73712	14.1763	9.9715	Verma_TET1_macs2_peak_3340	5501	110719680	110742939	23260	-	113	upstream	113	PPP1CC
1698	chr12	111033402	111033769	368	*	49	4.89973	8.56036	4.95646	Verma_TET1_macs2_peak_3342	23316	111034165	111350554	316390	+	395	upstream	395	CUX2
1699	chr12	111405417	111405654	238	*	14	2.712	4.10042	1.49021	Verma_TET1_macs2_peak_3344	10019	111405948	111451623	45676	+	293	upstream	293	SH2B3
1700	chr12	111599494	111599756	263	*	81	6.12466	12.2175	8.17456	Verma_TET1_macs2_peak_3347	102723619	111599498	111600256	759	+	0	overlapStart	0	ATXN2-AS
1701	chr12	111599494	111599756	263	*	81	6.12466	12.2175	8.17456	Verma_TET1_macs2_peak_3347	6311	111443485	111599676	156192	-	0	overlapStart	0	ATXN2
1702	chr12	111841710	111842152	443	*	133	7.396	17.7147	13.3137	Verma_TET1_macs2_peak_3348	8550	111842228	111902222	59995	+	75	upstream	75	MAPKAPK5
1703	chr12	112012988	112013302	315	*	64	4.63279	10.2979	6.47227	Verma_TET1_macs2_peak_3349	10961	112013348	112023449	10102	+	45	upstream	45	ERP29
1704	chr12	112012988	112013302	315	*	64	4.63279	10.2979	6.47227	Verma_TET1_macs2_peak_3349	89894	111931282	112013166	81885	-	0	overlapStart	0	TMEM116
1705	chr12	112013949	112014232	284	*	63	5.38152	10.106	6.30084	Verma_TET1_macs2_peak_3350	89894	111931282	112013166	81885	-	782	upstream	782	TMEM116
1706	chr12	113184924	113185363	440	*	39	3.82709	7.34635	3.96368	Verma_TET1_macs2_peak_3354	79039	113157174	113185479	28306	-	0	inside	115	DDX54
1707	chr12	113184924	113185363	440	*	39	3.82709	7.34635	3.96368	Verma_TET1_macs2_peak_3354	84934	113185526	113192368	6843	+	162	upstream	162	RITA1
1708	chr12	113185435	113185910	476	*	73	5.63591	11.3109	7.3619	Verma_TET1_macs2_peak_3355	79039	113157174	113185479	28306	-	0	overlapStart	0	DDX54
1709	chr12	113185435	113185910	476	*	73	5.63591	11.3109	7.3619	Verma_TET1_macs2_peak_3355	84934	113185526	113192368	6843	+	0	overlapStart	0	RITA1
1710	chr12	113221720	113221912	193	*	49	4.89973	8.56036	4.95646	Verma_TET1_macs2_peak_3356	115811	113195441	113221094	25654	-	625	upstream	625	IQCD
1711	chr12	113358362	113358544	183	*	52	5.0941	8.90292	5.25375	Verma_TET1_macs2_peak_3357	196463	113358566	113391629	33064	+	21	upstream	21	PLBD2
1712	chr12	114684699	114684986	288	*	19	3.02139	4.7442	1.91638	Verma_TET1_macs2_peak_3367	6926	114670255	114684175	13921	-	523	upstream	523	TBX3
1713	chr12	116738029	116738459	431	*	42	4.59349	7.70732	4.23927	Verma_TET1_macs2_peak_3372	79794	116710171	116738070	27900	-	0	overlapStart	0	SPRING1
1714	chr12	116738029	116738459	431	*	42	4.59349	7.70732	4.23927	Verma_TET1_macs2_peak_3372	84900	116738178	116853631	115454	+	0	overlapStart	0	RNFT2
1715	chr12	117969080	117969599	520	*	365	11.8229	41.7286	36.5323	Verma_TET1_macs2_peak_3375	283455	117453012	117968990	515979	-	89	upstream	89	KSR2
1716	chr12	118062083	118062436	354	*	40	5.12819	7.40835	4.0004	Verma_TET1_macs2_peak_3379	55884	118032694	118062430	29737	-	0	overlapStart	0	WSB2
1717	chr12	118372945	118373278	334	*	72	6.22005	11.2	7.26585	Verma_TET1_macs2_peak_3380	51347	118149801	118372907	223107	-	37	upstream	37	TAOK3
1718	chr12	118376284	118376464	181	*	41	4.18883	7.54593	4.11392	Verma_TET1_macs2_peak_3381	64426	118376555	118418033	41479	+	90	upstream	90	SUDS3
1719	chr12	119667854	119668120	267	*	31	3.28011	6.33414	3.14962	Verma_TET1_macs2_peak_3382	5564	119667864	119681624	13761	+	0	overlapStart	0	PRKAB1
1720	chr12	119877057	119877511	455	*	91	6.47582	13.2692	9.1309	Verma_TET1_macs2_peak_3383	11113	119685791	119877320	191530	-	0	overlapStart	0	CIT
1721	chr12	120200904	120201295	392	*	35	3.30146	6.8213	3.53263	Verma_TET1_macs2_peak_3386	100506649	120201291	120213231	11941	+	0	overlapStart	0	PXN-AS1
1722	chr12	120200904	120201295	392	*	35	3.30146	6.8213	3.53263	Verma_TET1_macs2_peak_3386	6175	120196699	120201235	4537	-	0	overlapStart	0	RPLP0
1723	chr12	120291750	120292025	276	*	54	5.847	9.1479	5.47697	Verma_TET1_macs2_peak_3387	26834	120291763	120291903	141	-	0	includeFeature	0	RNU4-2
1724	chr12	120469824	120470006	183	*	40	4.26375	7.40438	4.0004	Verma_TET1_macs2_peak_3392	8655	120469850	120498493	28644	+	0	overlapStart	0	DYNLL1
1725	chr12	120469824	120470006	183	*	40	4.26375	7.40438	4.0004	Verma_TET1_macs2_peak_3392	8683	120461672	120469748	8077	-	75	upstream	75	SRSF9
1726	chr12	120495974	120496411	438	*	74	5.48037	11.3853	7.41719	Verma_TET1_macs2_peak_3393	100506668	120488079	120495946	7868	-	27	upstream	27	NRAV
1727	chr12	120640222	120640621	400	*	15	2.81996	4.1573	1.51442	Verma_TET1_macs2_peak_3395	9478	120640552	120667324	26773	+	0	overlapStart	0	CABP1
1728	chr12	120686829	120687048	220	*	49	4.54952	8.54367	4.95283	Verma_TET1_macs2_peak_3396	9761	120687149	120701859	14711	+	100	upstream	100	MLEC
1729	chr12	121399702	121400303	602	*	87	6.27844	12.9058	8.79998	Verma_TET1_macs2_peak_3398	51433	121308245	121399896	91652	-	0	overlapStart	0	ANAPC5
1730	chr12	121399702	121400303	602	*	87	6.27844	12.9058	8.79998	Verma_TET1_macs2_peak_3398	80196	121400041	121430623	30583	+	0	overlapStart	0	RNF34
1731	chr12	121580500	121580762	263	*	78	6.3491	11.8138	7.80563	Verma_TET1_macs2_peak_3400	84678	121429096	121581023	151928	-	0	inside	260	KDM2B
1732	chr12	121626916	121627414	499	*	67	6.31238	10.5948	6.71216	Verma_TET1_macs2_peak_3402	84876	121626550	121642677	16128	+	0	inside	365	ORAI1
1733	chr12	121712248	121712469	222	*	51	5.38344	8.72706	5.10604	Verma_TET1_macs2_peak_3404	144404	121712752	121782068	69317	+	282	upstream	282	TMEM120B
1734	chr12	121803808	121804006	199	*	43	5.0584	7.87827	4.39248	Verma_TET1_macs2_peak_3407	23067	121804180	121832584	28405	+	173	upstream	173	SETD1B
1735	chr12	121803808	121804006	199	*	43	5.0584	7.87827	4.39248	Verma_TET1_macs2_peak_3407	338799	121780952	121803906	22955	-	0	overlapStart	0	LINC01089
1736	chr12	121888471	121889219	749	*	48	4.31992	8.38707	4.82705	Verma_TET1_macs2_peak_3409	5715	121888732	121921470	32739	+	0	overlapStart	0	PSMD9
1737	chr12	122266284	122266613	330	*	35	3.86519	6.90591	3.58698	Verma_TET1_macs2_peak_3413	65082	122207779	122266494	58716	-	0	overlapStart	0	VPS33A
1738	chr12	122422049	122422316	268	*	56	5.76783	9.35409	5.64609	Verma_TET1_macs2_peak_3414	6249	122271432	122422632	151201	-	0	inside	315	CLIP1
1739	chr12	122500934	122501117	184	*	58	5.70092	9.59111	5.83947	Verma_TET1_macs2_peak_3415	55596	122471599	122501073	29475	-	0	overlapStart	0	ZCCHC8
1740	chr12	122526775	122527432	658	*	67	6.52679	10.5801	6.70038	Verma_TET1_macs2_peak_3416	65117	122503454	122527000	23547	-	0	overlapStart	0	RSRC2
1741	chr12	122526775	122527432	658	*	67	6.52679	10.5801	6.70038	Verma_TET1_macs2_peak_3416	9735	122527246	122626396	99151	+	0	overlapStart	0	KNTC1
1742	chr12	122751878	122752065	188	*	92	7.03934	13.4104	9.26132	Verma_TET1_macs2_peak_3418	8562	122752824	122771064	18241	+	758	upstream	758	DENR
1743	chr12	122752457	122753251	795	*	1023	14.7829	108.767	102.393	Verma_TET1_macs2_peak_3419	8562	122752824	122771064	18241	+	0	overlapStart	0	DENR
1744	chr12	122774674	122774873	200	*	70	6.3261	10.9926	7.07932	Verma_TET1_macs2_peak_3420	84660	122774526	122827528	53003	+	0	inside	147	CCDC62
1745	chr12	122974761	122974992	232	*	83	5.45674	12.4554	8.3831	Verma_TET1_macs2_peak_3421	79676	122974580	122982907	8328	+	0	inside	180	OGFOD2
1746	chr12	123150284	123150541	258	*	51	4.69746	8.82946	5.18734	Verma_TET1_macs2_peak_3422	57605	122983480	123150015	166536	-	268	upstream	268	PITPNM2
1747	chr12	123232598	123233311	714	*	50	4.45768	8.66835	5.05171	Verma_TET1_macs2_peak_3423	91574	123233436	123257960	24525	+	124	upstream	124	C12orf65
1748	chr12	123365076	123365614	539	*	243	12.4577	29.1862	24.3022	Verma_TET1_macs2_peak_3425	102466877	123364764	123364843	80	-	232	upstream	232	MIR8072
1749	chr12	123365076	123365614	539	*	243	12.4577	29.1862	24.3022	Verma_TET1_macs2_peak_3425	112268105	123364953	123366113	1161	+	0	inside	122	SBNO1-AS1
1750	chr12	123365076	123365614	539	*	243	12.4577	29.1862	24.3022	Verma_TET1_macs2_peak_3425	55206	123289109	123364847	75739	-	228	upstream	228	SBNO1
1751	chr12	123383533	123383853	321	*	42	4.76678	7.70237	4.23927	Verma_TET1_macs2_peak_3426	387893	123383773	123409353	25581	+	0	overlapStart	0	KMT5A
1752	chr12	123458036	123458216	181	*	25	4.11987	5.575	2.533	Verma_TET1_macs2_peak_3427	11066	123458088	123473154	15067	+	0	overlapStart	0	SNRNP35
1753	chr12	123584287	123584900	614	*	41	4.09255	7.63502	4.19007	Verma_TET1_macs2_peak_3428	101927415	123575891	123585115	9225	-	0	inside	214	TMED2-DT
1754	chr12	123584287	123584900	614	*	41	4.09255	7.63502	4.19007	Verma_TET1_macs2_peak_3428	10959	123584533	123598582	14050	+	0	overlapStart	0	TMED2
1755	chr12	123602217	123602509	293	*	40	4.03027	7.50789	4.08191	Verma_TET1_macs2_peak_3429	57696	123602077	123620943	18867	+	0	inside	139	DDX55
1756	chr12	123633423	123633929	507	*	48	5.35584	8.35926	4.80637	Verma_TET1_macs2_peak_3430	1967	123620406	123633766	13361	-	0	overlapStart	0	EIF2B1
1757	chr12	123633423	123633929	507	*	48	5.35584	8.35926	4.80637	Verma_TET1_macs2_peak_3430	2967	123633739	123662604	28866	+	0	overlapStart	0	GTF2H3
1758	chr12	124914724	124914904	181	*	42	4.59349	7.70732	4.23927	Verma_TET1_macs2_peak_3438	100847004	124915547	124915659	113	+	642	upstream	642	MIR5188
1759	chr12	124915037	124915299	263	*	61	5.72601	9.98955	6.19086	Verma_TET1_macs2_peak_3439	100847004	124915547	124915659	113	+	247	upstream	247	MIR5188
1760	chr12	124988748	124989339	592	*	346	13.4742	39.7589	34.6159	Verma_TET1_macs2_peak_3443	57647	124946825	124989131	42307	-	0	overlapStart	0	DHX37
1761	chr12	125983235	125983461	227	*	42	4.59349	7.70732	4.23927	Verma_TET1_macs2_peak_3447	400084	125958688	125983665	24978	-	0	inside	203	LINC00939
1762	chr12	125983672	125983883	212	*	51	5.59065	8.73684	5.11308	Verma_TET1_macs2_peak_3448	400084	125958688	125983665	24978	-	6	upstream	6	LINC00939
1763	chr12	128823920	128824668	749	*	437	18.6766	49.1822	43.789	Verma_TET1_macs2_peak_3451	121260	128793194	128823958	30765	-	0	overlapStart	0	SLC15A4
1764	chr12	131298848	131299028	181	*	17	2.51111	4.5254	1.79284	Verma_TET1_macs2_peak_3457	107161159	131296110	131297972	1863	-	875	upstream	875	LINC02415
